concurrency,run,tag,strategy,correct,wrong_rpc,unattributed,precision,recall,f1,wrong_rate,unattributed_rate
64,2,c064-r002,time_window_500ms,2,90,164,0.0217,0.0078,0.0115,0.3516,0.6406
64,2,c064-r002,time_window_1000ms,2,90,164,0.0217,0.0078,0.0115,0.3516,0.6406
64,3,c064-r003,time_window_1ms,4,88,164,0.0435,0.0156,0.0230,0.3438,0.6406
64,3,c064-r003,time_window_5ms,4,88,164,0.0435,0.0156,0.0230,0.3438,0.6406
64,3,c064-r003,time_window_10ms,4,88,164,0.0435,0.0156,0.0230,0.3438,0.6406
64,3,c064-r003,time_window_50ms,4,88,164,0.0435,0.0156,0.0230,0.3438,0.6406
64,3,c064-r003,time_window_100ms,4,88,164,0.0435,0.0156,0.0230,0.3438,0.6406
64,3,c064-r003,time_window_500ms,4,88,164,0.0435,0.0156,0.0230,0.3438,0.6406
64,3,c064-r003,time_window_1000ms,4,88,164,0.0435,0.0156,0.0230,0.3438,0.6406
64,3,c064-r003,pid_tid,3,89,164,0.0326,0.0117,0.0172,0.3477,0.6406
64,3,c064-r003,pid,4,252,0,0.0156,0.0156,0.0156,0.9844,0.0000
64,4,c064-r004,pid,4,252,0,0.0156,0.0156,0.0156,0.9844,0.0000
64,4,c064-r004,pid_tid,2,90,164,0.0217,0.0078,0.0115,0.3516,0.6406
64,4,c064-r004,time_window_1ms,2,90,164,0.0217,0.0078,0.0115,0.3516,0.6406
64,4,c064-r004,time_window_5ms,2,90,164,0.0217,0.0078,0.0115,0.3516,0.6406
64,4,c064-r004,time_window_10ms,2,90,164,0.0217,0.0078,0.0115,0.3516,0.6406
64,4,c064-r004,time_window_50ms,2,90,164,0.0217,0.0078,0.0115,0.3516,0.6406
64,4,c064-r004,time_window_100ms,2,90,164,0.0217,0.0078,0.0115,0.3516,0.6406
64,4,c064-r004,time_window_500ms,2,90,164,0.0217,0.0078,0.0115,0.3516,0.6406
64,4,c064-r004,time_window_1000ms,2,90,164,0.0217,0.0078,0.0115,0.3516,0.6406
64,5,c064-r005,time_window_1ms,4,88,164,0.0435,0.0156,0.0230,0.3438,0.6406
64,5,c064-r005,time_window_5ms,4,88,164,0.0435,0.0156,0.0230,0.3438,0.6406
64,5,c064-r005,time_window_10ms,4,88,164,0.0435,0.0156,0.0230,0.3438,0.6406
64,5,c064-r005,time_window_50ms,4,88,164,0.0435,0.0156,0.0230,0.3438,0.6406
64,5,c064-r005,time_window_100ms,4,88,164,0.0435,0.0156,0.0230,0.3438,0.6406
64,5,c064-r005,time_window_500ms,4,88,164,0.0435,0.0156,0.0230,0.3438,0.6406
64,5,c064-r005,time_window_1000ms,4,88,164,0.0435,0.0156,0.0230,0.3438,0.6406
64,5,c064-r005,pid,4,252,0,0.0156,0.0156,0.0156,0.9844,0.0000
64,5,c064-r005,pid_tid,2,90,164,0.0217,0.0078,0.0115,0.3516,0.6406
